Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
Mazda CX-3,65000,PLN,Prywatne,Mazda,CX-3,,2017,116 200 km,1 998 cm3,Benzyna,150 KM,SUV,Automatyczna,5,,Szary,Używane,Tak,4x4 (dołączany automatycznie),8 l/100km,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-mazda-cx3-2-0-163-km-awd-ID6Gp22v.html
Mazda CX-5 2.0 Skypassion,51900,PLN,Prywatne,Mazda,CX-5,2.0 Skypassion,2012,200 000 km,1 998 cm3,Benzyna,160 KM,SUV,Manualna,5,5,Szary,Używane,Tak,4x4 (dołączany automatycznie),8 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-2-0-160-km-4x4-ID6GpN1L.html
Mazda 6,96000,PLN,Firma,Mazda,6,,2021,90 183 km,1 998 cm3,Benzyna,145 KM,Kombi,Automatyczna,5,5,Biały,Używane,,Na przednie koła,,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-6-2-0-skyactiv-g-salon-polska-1-wlasciciel-automat-vat-23-navi-ID6GmaGI.html
Mazda CX-3 2.0 SkyJoy,81500,PLN,Prywatne,Mazda,CX-3,2.0 SkyJoy,2020,36 600 km,1 998 cm3,Benzyna,121 KM,SUV,Manualna,5,5,Czerwony,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-pierwszy-wlasciciel-garazowany-ID6GpMWr.html
Mazda MX-5 2.0 Skyfreedom i-ELOOP,102000,PLN,Prywatne,Mazda,MX-5,2.0 Skyfreedom i-ELOOP,2017,48 500 km,1 998 cm3,Benzyna,160 KM,Kabriolet,Manualna,2,2,Czarny,Używane,Tak,Na tylne koła,8 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-mx-5-kupiony-z-salonu-mazda-boltowicz-jako-pierwszy-wlasciciel-ID6GpMJo.html
Mazda 5 2.0 Exclusive,18600,PLN,Prywatne,Mazda,5,2.0 Exclusive,2008,227 600 km,1 999 cm3,Benzyna+LPG,145 KM,SUV,Manualna,5,7,Bordowy,Używane,Tak,Na przednie koła,10 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-5-mazda-5-ID6Gp1QS.html
Mazda 6,22900,PLN,Prywatne,Mazda,6,,2008,233 000 km,1 998 cm3,Diesel,140 KM,Kombi,Manualna,5,5,Czarny,Używane,Tak,,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-6-sprzedam-mazde-6-gh-ID6Gp1WQ.html
Mazda 3 1.6 Active,13500,PLN,Prywatne,Mazda,3,1.6 Active,2008,188 777 km,1 598 cm3,Benzyna,105 KM,Auta miejskie,Manualna,5,5,Srebrny,Używane,Tak,Na przednie koła,9 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-3-mazda-3-2008-r-przebieg-188777-ID6GjnUP.html
Mazda CX-3 SKYACTIV-G 120 FWD Exclusive-Line,67700,PLN,Prywatne,Mazda,CX-3,SKYACTIV-G 120 FWD Exclusive-Line,2016,98 000 km,1 998 cm3,Benzyna,120 KM,SUV,Manualna,5,5,Szary,Używane,Tak,Na przednie koła,"7,40 l/100km",Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-fullledyxenonkameracofaniaskoranavigrzanefotelebose-ID6GpMvM.html
Mazda 3 SKYACTIV-G 120 Sports-Line,48900,PLN,Prywatne,Mazda,3,SKYACTIV-G 120 Sports-Line,2014,152 000 km,1 998 cm3,Benzyna,120 KM,Kompakt,Manualna,5,5,Brązowy,Używane,Tak,Na przednie koła,"6,50 l/100km",,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-3-jedyna-taka-wzor-sports-line-bose-head-up-navi-bi-xenon-ID6GpMwC.html
